"paper_id","title_guess","year_guess","arxiv_id","tier","collection","current_name","relative_path","size_bytes","sha256"
"arxiv_2505.03176","seq-JEPA Autoregressive Predictive Learning of Invariant-Equivariant World Models","2025","2505.03176","long_tail","all","arxiv_2505.03176_seq-JEPA_Autoregressive_Predictive_Learning_of_Invariant-Equivariant_World_Models.pdf",".\corpus\papers\all\arxiv_2505.03176_seq-JEPA_Autoregressive_Predictive_Learning_of_Invariant-Equivariant_World_Models.pdf","1826673","C7AD6D6F19E0629A647AB9EC1167D35D1EB28DFE769AFC67C401AD16D842F901"
"arxiv_2507.03633","From Video to EEG Adapting Joint Embedding Predictive Architecture to Uncover Visual Concepts in Brain Signal Analysis","2025","2507.03633","long_tail","all","arxiv_2507.03633_From_Video_to_EEG_Adapting_Joint_Embedding_Predictive_Architecture_to_Uncover_Visual_Concepts_in_Brain_Signal_Analysis.pdf",".\corpus\papers\all\arxiv_2507.03633_From_Video_to_EEG_Adapting_Joint_Embedding_Predictive_Architecture_to_Uncover_Visual_Concepts_in_Brain_Signal_Analysis.pdf","4368574","BEA687985A22703F4BFA57B4027953D42432B6B33EB0747F13EFDD0E42341759"
"arxiv_2507.03927","MCST-Mamba Multivariate Mamba-Based Model for Traffic Prediction","2025","2507.03927","long_tail","all","arxiv_2507.03927_MCST-Mamba_Multivariate_Mamba-Based_Model_for_Traffic_Prediction.pdf",".\corpus\papers\all\arxiv_2507.03927_MCST-Mamba_Multivariate_Mamba-Based_Model_for_Traffic_Prediction.pdf","2046335","44E79DC18EB78FB04A6D7BD83C43FC41E05D4337614C58BC0C8181D20F6D7D8E"
"arxiv_2507.15216","Improving Joint Embedding Predictive Architecture with Diffusion Noise","2025","2507.15216","long_tail","all","arxiv_2507.15216_Improving_Joint_Embedding_Predictive_Architecture_with_Diffusion_Noise.pdf",".\corpus\papers\all\arxiv_2507.15216_Improving_Joint_Embedding_Predictive_Architecture_with_Diffusion_Noise.pdf","925388","E7BCE5CB38CBF7C1D8C86085DF0F31C1566D51F8A82B8499A567BB241BFFF843"
"arxiv_2507.19119","PatchTraj Unified Time-Frequency Representation Learning via Dynamic Patches for Trajectory Prediction","2025","2507.19119","long_tail","all","arxiv_2507.19119_PatchTraj_Unified_Time-Frequency_Representation_Learning_via_Dynamic_Patches_for_Trajectory_Prediction.pdf",".\corpus\papers\all\arxiv_2507.19119_PatchTraj_Unified_Time-Frequency_Representation_Learning_via_Dynamic_Patches_for_Trajectory_Prediction.pdf","2850582","D7E038E672DC4E1C2FE0FDFD5F2D33F744CF3C612EA4ACA41C4E42966751DE9B"
"arxiv_2507.20491","Speaking in Words Thinking in Logic A Dual-Process Framework in QA Systems","2025","2507.20491","long_tail","all","arxiv_2507.20491_Speaking_in_Words_Thinking_in_Logic_A_Dual-Process_Framework_in_QA_Systems.pdf",".\corpus\papers\all\arxiv_2507.20491_Speaking_in_Words_Thinking_in_Logic_A_Dual-Process_Framework_in_QA_Systems.pdf","1322904","884E8CCEC56698DD197AB9A827B8F901E068886C6A628059D105BED6FD760D7D"
"arxiv_2508.00447","CLIPTime Time-Aware Multimodal Representation Learning from Images and Text","2025","2508.00447","long_tail","all","arxiv_2508.00447_CLIPTime_Time-Aware_Multimodal_Representation_Learning_from_Images_and_Text.pdf",".\corpus\papers\all\arxiv_2508.00447_CLIPTime_Time-Aware_Multimodal_Representation_Learning_from_Images_and_Text.pdf","4717562","08221722111A49093E3153FB93BD6EFF73F82DEC527156CDC40A55995B3B678D"
"arxiv_2508.02829","Elucidating the Role of Feature Normalization in IJEPA","2025","2508.02829","long_tail","all","arxiv_2508.02829_Elucidating_the_Role_of_Feature_Normalization_in_IJEPA.pdf",".\corpus\papers\all\arxiv_2508.02829_Elucidating_the_Role_of_Feature_Normalization_in_IJEPA.pdf","10892956","DC6476FDCDFE876A33A01213ACE9E3ECE7DBDE6192C648843BF5F6A1CF36D4A1"
"arxiv_2508.10489","Learning State-Space Models of Dynamic Systems from Arbitrary Data using Joint Embedding Predictive Architectures","2025","2508.10489","long_tail","all","arxiv_2508.10489_Learning_State-Space_Models_of_Dynamic_Systems_from_Arbitrary_Data_using_Joint_Embedding_Predictive_Architectures.pdf",".\corpus\papers\all\arxiv_2508.10489_Learning_State-Space_Models_of_Dynamic_Systems_from_Arbitrary_Data_using_Joint_Embedding_Predictive_Architectures.pdf","419267","F63C5864216163529D1A3D551D9180A533E30B688325622A2260DA69E9DDC1FA"
"arxiv_2509.04254","MuMTAffect A Multimodal Multitask Affective Framework for Personality and Emotion Recognition from Physiological Signals","2025","2509.04254","long_tail","all","arxiv_2509.04254_MuMTAffect_A_Multimodal_Multitask_Affective_Framework_for_Personality_and_Emotion_Recognition_from_Physiological_Signals.pdf",".\corpus\papers\all\arxiv_2509.04254_MuMTAffect_A_Multimodal_Multitask_Affective_Framework_for_Personality_and_Emotion_Recognition_from_Physiological_Signals.pdf","849190","8A67AE322F7EB8AE454BF902E84BA27C796EC315DB799901C423C03DCABD1822"
"arxiv_2509.12249","Why and How Auxiliary Tasks Improve JEPA Representations","2025","2509.12249","long_tail","all","arxiv_2509.12249_Why_and_How_Auxiliary_Tasks_Improve_JEPA_Representations.pdf",".\corpus\papers\all\arxiv_2509.12249_Why_and_How_Auxiliary_Tasks_Improve_JEPA_Representations.pdf","3055846","86F80179C73C5D2865272BFD3685F066A7FA4DAC76F9A5627ED509C63C9CBA2B"
"arxiv_2509.14252","LLM-JEPA Large Language Models Meet Joint Embedding Predictive Architectures","2025","2509.14252","long_tail","all","arxiv_2509.14252_LLM-JEPA_Large_Language_Models_Meet_Joint_Embedding_Predictive_Architectures.pdf",".\corpus\papers\all\arxiv_2509.14252_LLM-JEPA_Large_Language_Models_Meet_Joint_Embedding_Predictive_Architectures.pdf","1434741","A257EF291E3097A5B8E3BA774568647BF06A26F4D218B0F58B27F5B69E2AE66D"
"arxiv_2509.15470","Self-supervised learning of imaging and clinical signatures using a multimodal joint-embedding predictive architecture","2025","2509.15470","long_tail","all","arxiv_2509.15470_Self-supervised_learning_of_imaging_and_clinical_signatures_using_a_multimodal_joint-embedding_predictive_architecture.pdf",".\corpus\papers\all\arxiv_2509.15470_Self-supervised_learning_of_imaging_and_clinical_signatures_using_a_multimodal_joint-embedding_predictive_architecture.pdf","1040293","3B3178F94AF9653F99E0EE33F84FD30E7A638897FC9CF927FDFB7FA3107BCCE7"
"arxiv_2509.16197","MANZANO A Simple and Scalable Unified Multimodal Model with a Hybrid Vision Tokenizer","2025","2509.16197","long_tail","all","arxiv_2509.16197_MANZANO_A_Simple_and_Scalable_Unified_Multimodal_Model_with_a_Hybrid_Vision_Tokenizer.pdf",".\corpus\papers\all\arxiv_2509.16197_MANZANO_A_Simple_and_Scalable_Unified_Multimodal_Model_with_a_Hybrid_Vision_Tokenizer.pdf","18763228","5D62EC8F4E3A7020B1C5512D7507D054FE86099B5C063C6E3E46077514739939"
"arxiv_2509.23238","WavJEPA Semantic learning unlocks robust audio foundation models for raw waveforms","2025","2509.23238","long_tail","all","arxiv_2509.23238_WavJEPA_Semantic_learning_unlocks_robust_audio_foundation_models_for_raw_waveforms.pdf",".\corpus\papers\all\arxiv_2509.23238_WavJEPA_Semantic_learning_unlocks_robust_audio_foundation_models_for_raw_waveforms.pdf","1959101","FC7A0550AF338C679FF82EB7DFF5A9BCDA1DCDB08E2EDEC86F631A7E6502EC1D"
"arxiv_2509.24317","Rethinking JEPA Compute-Efficient Video SSL with Frozen Teachers","2025","2509.24317","long_tail","all","arxiv_2509.24317_Rethinking_JEPA_Compute-Efficient_Video_SSL_with_Frozen_Teachers.pdf",".\corpus\papers\all\arxiv_2509.24317_Rethinking_JEPA_Compute-Efficient_Video_SSL_with_Frozen_Teachers.pdf","2944144","53243E3B0673DAED4D1072D84CE5B7B3E063045B390A7A20E79C9C4AB69366F7"
"arxiv_2509.25449","Joint Embeddings Go Temporal","2025","2509.25449","long_tail","all","arxiv_2509.25449_Joint_Embeddings_Go_Temporal.pdf",".\corpus\papers\all\arxiv_2509.25449_Joint_Embeddings_Go_Temporal.pdf","902704","F993A118013D3B739D560E03EA571A780B910BEB1D233119CF3B912894F47BA5"
"arxiv_2510.00974","JEPA-T Joint-Embedding Predictive Architecture with Text Fusion for Image Generation","2025","2510.00974","long_tail","all","arxiv_2510.00974_JEPA-T_Joint-Embedding_Predictive_Architecture_with_Text_Fusion_for_Image_Generation.pdf",".\corpus\papers\all\arxiv_2510.00974_JEPA-T_Joint-Embedding_Predictive_Architecture_with_Text_Fusion_for_Image_Generation.pdf","1362610","6BD65D29B5F01B5D8D240034BA96B79722D4743AA4A08B2A8C7FE3522B4D92AB"
"arxiv_2510.05949","Gaussian Embeddings How JEPAs Secretly Learn Your Data Density","2025","2510.05949","long_tail","all","arxiv_2510.05949_Gaussian_Embeddings_How_JEPAs_Secretly_Learn_Your_Data_Density.pdf",".\corpus\papers\all\arxiv_2510.05949_Gaussian_Embeddings_How_JEPAs_Secretly_Learn_Your_Data_Density.pdf","34217122","793D09D1FDE42941E97894CFB7AA406136D07623D31F7AD4AEA38B60500F4E25"
"arxiv_2510.15673","Valeo Near-Field a novel dataset for pedestrian intent detection","2025","2510.15673","long_tail","all","arxiv_2510.15673_Valeo_Near-Field_a_novel_dataset_for_pedestrian_intent_detection.pdf",".\corpus\papers\all\arxiv_2510.15673_Valeo_Near-Field_a_novel_dataset_for_pedestrian_intent_detection.pdf","3305923","1AADE677C1CD95D2F9BECE156B37B390D1A6869CC3039E73E1973A9CC35DA6B0"
"arxiv_2510.17038","DINO-CVA A Multimodal Goal-Conditioned Vision-to-Action Model for Autonomous Catheter Navigation","2025","2510.17038","long_tail","all","arxiv_2510.17038_DINO-CVA_A_Multimodal_Goal-Conditioned_Vision-to-Action_Model_for_Autonomous_Catheter_Navigation.pdf",".\corpus\papers\all\arxiv_2510.17038_DINO-CVA_A_Multimodal_Goal-Conditioned_Vision-to-Action_Model_for_Autonomous_Catheter_Navigation.pdf","1954175","167EF6C520E9CF752B71BBE53E190B3B3E37BAD5F5F99845476E8AAE8AB46436"
"arxiv_2510.20769","CSU-PCAST A Dual-Branch Transformer Framework for medium-range ensemble Precipitation Forecasting","2025","2510.20769","long_tail","all","arxiv_2510.20769_CSU-PCAST_A_Dual-Branch_Transformer_Framework_for_medium-range_ensemble_Precipitation_Forecasting.pdf",".\corpus\papers\all\arxiv_2510.20769_CSU-PCAST_A_Dual-Branch_Transformer_Framework_for_medium-range_ensemble_Precipitation_Forecasting.pdf","3243261","F8C55C2098B4762A0868D2D2081EE578DEBF637865C28B2798F0ACC5FBD4FCFA"
"arxiv_2510.21840","Improving the Physics of Video Generation with VJEPA-2 Reward Signal","2025","2510.21840","long_tail","all","arxiv_2510.21840_Improving_the_Physics_of_Video_Generation_with_VJEPA-2_Reward_Signal.pdf",".\corpus\papers\all\arxiv_2510.21840_Improving_the_Physics_of_Video_Generation_with_VJEPA-2_Reward_Signal.pdf","181388","9740715BC4206FCD0018E5F1F931C737A6FB020E121AC9DB019C88060052EA75"
"arxiv_2511.08544","LeJEPA Provable and Scalable Self-Supervised Learning Without the Heuristics","2025","2511.08544","long_tail","all","arxiv_2511.08544_LeJEPA_Provable_and_Scalable_Self-Supervised_Learning_Without_the_Heuristics.pdf",".\corpus\papers\all\arxiv_2511.08544_LeJEPA_Provable_and_Scalable_Self-Supervised_Learning_Without_the_Heuristics.pdf","8758154","FE06B5488907F56AA9682E2E2FEBC552D85FE761FDA43F2727E65D60FBEB6485"
"arxiv_2511.08939","TransactionGPT","2025","2511.08939","long_tail","all","arxiv_2511.08939_TransactionGPT.pdf",".\corpus\papers\all\arxiv_2511.08939_TransactionGPT.pdf","3582082","F5189F6030D31FE6877B27A21B236D59515E453398260A3448E715E5F4398B4E"
"arxiv_2511.09783","Koopman Invariants as Drivers of Emergent Time-Series Clustering in Joint-Embedding Predictive Architectures","2025","2511.09783","long_tail","all","arxiv_2511.09783_Koopman_Invariants_as_Drivers_of_Emergent_Time-Series_Clustering_in_Joint-Embedding_Predictive_Architectures.pdf",".\corpus\papers\all\arxiv_2511.09783_Koopman_Invariants_as_Drivers_of_Emergent_Time-Series_Clustering_in_Joint-Embedding_Predictive_Architectures.pdf","1269981","B308832643BABC014E2CF3BF3223E2B484834B4DF20713588C6506CA5ABE8BDE"
"arxiv_2511.10878","Multi-Joint Physics-Informed Deep Learning Framework for Time-Efficient Inverse Dynamics","2025","2511.10878","long_tail","all","arxiv_2511.10878_Multi-Joint_Physics-Informed_Deep_Learning_Framework_for_Time-Efficient_Inverse_Dynamics.pdf",".\corpus\papers\all\arxiv_2511.10878_Multi-Joint_Physics-Informed_Deep_Learning_Framework_for_Time-Efficient_Inverse_Dynamics.pdf","2027387","1FBE3F7B534790C84E66B433F42013A026D12E6D05D956C0131D7359DA470FBD"
"arxiv_2511.11908","PI-NAIM Path-Integrated Neural Adaptive Imputation Model","2025","2511.11908","long_tail","all","arxiv_2511.11908_PI-NAIM_Path-Integrated_Neural_Adaptive_Imputation_Model.pdf",".\corpus\papers\all\arxiv_2511.11908_PI-NAIM_Path-Integrated_Neural_Adaptive_Imputation_Model.pdf","667251","ABEE9A898CD63DD4C3BA50E2F26B48B3CF82EFA0C5F1FB8D2465B353E6EBFF85"
"arxiv_2511.16333","Beyond Generative AI World Models for Clinical Prediction Counterfactuals and Planning","2025","2511.16333","long_tail","all","arxiv_2511.16333_Beyond_Generative_AI_World_Models_for_Clinical_Prediction_Counterfactuals_and_Planning.pdf",".\corpus\papers\all\arxiv_2511.16333_Beyond_Generative_AI_World_Models_for_Clinical_Prediction_Counterfactuals_and_Planning.pdf","3727934","5016DBCF8B07B9BC032E5D3E8FC97BA5CD46AB2C97CFA844C65219CDB590F94C"
"arxiv_2511.16567","POMA-3D The Point Map Way to 3D Scene Understanding","2025","2511.16567","long_tail","all","arxiv_2511.16567_POMA-3D_The_Point_Map_Way_to_3D_Scene_Understanding.pdf",".\corpus\papers\all\arxiv_2511.16567_POMA-3D_The_Point_Map_Way_to_3D_Scene_Understanding.pdf","7307314","5184AE16B80EA7293CA4CE0D39F8F19B5C408B4BADD203139B53B6DF727B4A80"
"arxiv_2511.17354","DSeq-JEPA Discriminative Sequential Joint-Embedding Predictive Architecture","2025","2511.17354","long_tail","all","arxiv_2511.17354_DSeq-JEPA_Discriminative_Sequential_Joint-Embedding_Predictive_Architecture.pdf",".\corpus\papers\all\arxiv_2511.17354_DSeq-JEPA_Discriminative_Sequential_Joint-Embedding_Predictive_Architecture.pdf","8446068","F1B10BCD523030EE0EC1DB47BC674F14E11B090134082221D62EC70B60C493D9"
"arxiv_2511.18424","CrossJEPA Cross-Modal Joint-Embedding Predictive Architecture for Efficient 3D Representation Learning from 2D Images","2025","2511.18424","long_tail","all","arxiv_2511.18424_CrossJEPA_Cross-Modal_Joint-Embedding_Predictive_Architecture_for_Efficient_3D_Representation_Learning_from_2D_Images.pdf",".\corpus\papers\all\arxiv_2511.18424_CrossJEPA_Cross-Modal_Joint-Embedding_Predictive_Architecture_for_Efficient_3D_Representation_Learning_from_2D_Images.pdf","6432783","3A78D878931FEDB42706ED249293D83D1106892CBAA275A1EA3E67F0B715D997"
"arxiv_2511.18640","Health system learning achieves generalist neuroimaging models","2025","2511.18640","long_tail","all","arxiv_2511.18640_Health_system_learning_achieves_generalist_neuroimaging_models.pdf",".\corpus\papers\all\arxiv_2511.18640_Health_system_learning_achieves_generalist_neuroimaging_models.pdf","8080451","58FFF58115DB2A34EA45BD0DC6D4FDA6EF169289BCB7306319395E53FC311346"
"arxiv_2512.00379","EnzyCLIP A Cross-Attention Dual Encoder Framework with Contrastive Learning for Predicting Enzyme Kinetic Constants","2025","2512.00379","long_tail","all","arxiv_2512.00379_EnzyCLIP_A_Cross-Attention_Dual_Encoder_Framework_with_Contrastive_Learning_for_Predicting_Enzyme_Kinetic_Constants.pdf",".\corpus\papers\all\arxiv_2512.00379_EnzyCLIP_A_Cross-Attention_Dual_Encoder_Framework_with_Contrastive_Learning_for_Predicting_Enzyme_Kinetic_Constants.pdf","4815368","43C956A2DB5D2F9A01FC041E0A5E05ACC946E1AE9E0FEC2703CD8ED4E62BE6D6"
"arxiv_2512.04832","Tokenizing Buildings A Transformer for Layout Synthesis","2025","2512.04832","long_tail","all","arxiv_2512.04832_Tokenizing_Buildings_A_Transformer_for_Layout_Synthesis.pdf",".\corpus\papers\all\arxiv_2512.04832_Tokenizing_Buildings_A_Transformer_for_Layout_Synthesis.pdf","9911189","8EF8B21AA3E8F3707CCD37E2E4CBF072367FD0486708A3100D23D5275E0D1F63"
"arxiv_2512.06232","Opinion Learning Intuitive Physics May Require More than Visual Data","2025","2512.06232","long_tail","all","arxiv_2512.06232_Opinion_Learning_Intuitive_Physics_May_Require_More_than_Visual_Data.pdf",".\corpus\papers\all\arxiv_2512.06232_Opinion_Learning_Intuitive_Physics_May_Require_More_than_Visual_Data.pdf","4317471","CE9D0E50B283A2AA48307A5FD1AFC7482DC8F658204BA4FE57234ED4811CBD02"
"arxiv_2512.07168","JEPA as a Neural Tokenizer Learning Robust Speech Representations with Density Adaptive Attention","2025","2512.07168","long_tail","all","arxiv_2512.07168_JEPA_as_a_Neural_Tokenizer_Learning_Robust_Speech_Representations_with_Density_Adaptive_Attention.pdf",".\corpus\papers\all\arxiv_2512.07168_JEPA_as_a_Neural_Tokenizer_Learning_Robust_Speech_Representations_with_Density_Adaptive_Attention.pdf","1070543","C5F2AD6CBDA9688800457D2553A8FEC76C36E29B4FA69D9EEA14AC53C954393E"
"arxiv_2512.10942","VL-JEPA Joint Embedding Predictive Architecture for Vision-language","2025","2512.10942","long_tail","all","arxiv_2512.10942_VL-JEPA_Joint_Embedding_Predictive_Architecture_for_Vision-language.pdf",".\corpus\papers\all\arxiv_2512.10942_VL-JEPA_Joint_Embedding_Predictive_Architecture_for_Vision-language.pdf","1217263","F3218282DF13E288D07056E05A50E1306E4CB2B87CD7292538C9DA9DAF3D7439"
"arxiv_2512.19171","JEPA-Reasoner Decoupling Latent Reasoning from Token Generation","2025","2512.19171","long_tail","all","arxiv_2512.19171_JEPA-Reasoner_Decoupling_Latent_Reasoning_from_Token_Generation.pdf",".\corpus\papers\all\arxiv_2512.19171_JEPA-Reasoner_Decoupling_Latent_Reasoning_from_Token_Generation.pdf","2049765","C63AD9B04C1045B528B40147DC2E6D4C23EB3884B88447C4AF2310857ACCD310"
"arxiv_2512.19605","KerJEPA Kernel Discrepancies for Euclidean Self-Supervised Learning","2025","2512.19605","long_tail","all","arxiv_2512.19605_KerJEPA_Kernel_Discrepancies_for_Euclidean_Self-Supervised_Learning.pdf",".\corpus\papers\all\arxiv_2512.19605_KerJEPA_Kernel_Discrepancies_for_Euclidean_Self-Supervised_Learning.pdf","849795","3B0BB1A97A35ED0A7BF3254278392A9F78AA8016F5D92FEBF1437BE177C356F6"
"arxiv_2601.00366","BERT-JEPA Reorganizing CLS Embeddings for Language-Invariant Semantics","2026","2601.00366","long_tail","all","arxiv_2601.00366_BERT-JEPA_Reorganizing_CLS_Embeddings_for_Language-Invariant_Semantics.pdf",".\corpus\papers\all\arxiv_2601.00366_BERT-JEPA_Reorganizing_CLS_Embeddings_for_Language-Invariant_Semantics.pdf","1565958","73D73D2D0D015BB4CBEA7B6FC544601572255603B4D9202395D67D7D6806425C"
"arxiv_2601.00844","Value-guided action planning with JEPA world models","2026","2601.00844","long_tail","all","arxiv_2601.00844_Value-guided_action_planning_with_JEPA_world_models.pdf",".\corpus\papers\all\arxiv_2601.00844_Value-guided_action_planning_with_JEPA_world_models.pdf","489889","BA1C5EB85C58AC4D1AB81B707019751689B2A7DC10F4D3F5DB9CEB8D3ADA35E3"
"arxiv_2601.01577","HanoiWorld A Joint Embedding Predictive Architecture BasedWorld Model for Autonomous Vehicle Controller","2026","2601.01577","long_tail","all","arxiv_2601.01577_HanoiWorld_A_Joint_Embedding_Predictive_Architecture_BasedWorld_Model_for_Autonomous_Vehicle_Controller.pdf",".\corpus\papers\all\arxiv_2601.01577_HanoiWorld_A_Joint_Embedding_Predictive_Architecture_BasedWorld_Model_for_Autonomous_Vehicle_Controller.pdf","1845939","5196C04B37D442333FA896D51CBDA1C322E5E781A95713142D870E5B53E2D350"
"arxiv_2601.03665","PhysVideoGenerator Towards Physically Aware Video Generation via Latent Physics Guidance","2026","2601.03665","long_tail","all","arxiv_2601.03665_PhysVideoGenerator_Towards_Physically_Aware_Video_Generation_via_Latent_Physics_Guidance.pdf",".\corpus\papers\all\arxiv_2601.03665_PhysVideoGenerator_Towards_Physically_Aware_Video_Generation_via_Latent_Physics_Guidance.pdf","424993","158D60D4F55CA53505DC7B91E950F37230D3570D75BBAFFB318B3824012EFE9F"
"arxiv_2601.06212","Akasha 2 Hamiltonian State Space Duality and Visual-Language Joint Embedding Predictive Architectur","2026","2601.06212","long_tail","all","arxiv_2601.06212_Akasha_2_Hamiltonian_State_Space_Duality_and_Visual-Language_Joint_Embedding_Predictive_Architectur.pdf",".\corpus\papers\all\arxiv_2601.06212_Akasha_2_Hamiltonian_State_Space_Duality_and_Visual-Language_Joint_Embedding_Predictive_Architectur.pdf","1311645","A1603B64EDA00F7724526A413078D7107F15213AAF1DDF7756FB0A39895F840A"
"arxiv_2601.07013","Conditional Normalizing Flows for Forward and Backward Joint State and Parameter Estimation","2026","2601.07013","long_tail","all","arxiv_2601.07013_Conditional_Normalizing_Flows_for_Forward_and_Backward_Joint_State_and_Parameter_Estimation.pdf",".\corpus\papers\all\arxiv_2601.07013_Conditional_Normalizing_Flows_for_Forward_and_Backward_Joint_State_and_Parameter_Estimation.pdf","2226851","30B4971B215BBD212E78F23C90A4A50D53AFA2CE42CFE02CD4A6048E53697ECC"
